iso-date;tavg;tmin;tmax;wind;globrad;precip;relhumid
;C_deg;C_deg;C_deg;m/s;MJ m-2 d-1;mm;%
2010-02-20;7.15;2.7;11.6;3.69;13.82;0;84.49
2010-02-21;6.9;0.3;13.5;5.36;8.32;0;83.8
2010-02-22;11.2;8.4;14;2.92;2.72;0;89.29
2010-02-23;11.9;9.1;14.7;1.31;11.88;0;87.35
2010-02-24;12.25;7;17.5;4.38;9.21;1;81.43
2010-02-25;10.9;7.4;14.4;1.36;6.97;0;86.9
2010-02-26;10.8;5.6;16;5.19;15.86;0.2;80.45
2010-02-27;8.5;3.2;13.8;5.39;5.09;0;93.3
2010-02-28;14.4;11.4;17.4;3.89;9.83;0;81.23
2010-03-01;10.45;4.5;16.4;2.96;12.72;0;82.36
2010-03-02;8.7;2.4;15;2.02;15.68;9;82.87
2010-03-03;8.2;7.5;8.9;3.9;1.63;13.2;91.58
2010-03-04;11.05;7.1;15;4.41;10.18;0.2;85.77
2010-03-05;9.75;5.5;14;2.05;17.73;0;63.13
2010-03-06;3.5;-2.9;9.9;2.98;17.49;0;59.93
2010-03-07;3.65;-1.8;9.1;1.5;14.97;4;75.14
2010-03-08;2.4;0.2;4.6;3.64;7.21;15;89.97
2010-03-09;1.7;-2.6;6;1.67;17.77;0;75.31
2010-03-10;1.85;-2;5.7;1.47;14.57;0;77.02
2010-03-11;1.35;-3.7;6.4;1.74;16.64;0;78.66
2010-03-12;4.35;-2.2;10.9;1.04;17.46;0;75.27
2010-03-13;5.75;-1.3;12.8;0.94;18.46;0;74.64
2010-03-14;7.55;0.4;14.7;0.84;18.96;0;75.18
2010-03-15;9.4;3.3;15.5;2.66;19.21;0;73.3
2010-03-16;8.55;0.5;16.6;3.48;19.6;0;66.18
2010-03-17;9;3.5;14.5;2.46;18.87;0;84.92
2010-03-18;11.7;9.1;14.3;2.3;11.74;0;87.99
2010-03-19;12.55;10.8;14.3;1.48;10.55;0.4;93.43
2010-03-20;11.55;10;13.1;1.3;2.27;1.4;94.83
2010-03-21;14.1;11.7;16.5;1.28;8.36;3;89.92
2010-03-22;13.95;11.8;16.1;2.205428571;6.45;4.6;76.50142857
2010-03-23;12.35;7.6;17.1;1.807958333;18.44;0.2;78.24708333
2010-03-24;13.15;11;15.3;1.272375;13.85;1.2;80.45291667
2010-03-25;13.2;12.1;14.3;2.423791667;2.43;0;83.84125
2010-03-26;16.05;11;21.1;1.723958333;19.61;0;78.72833333
2010-03-27;11.35;5.4;17.3;0.916916667;18.37;0;70.32416667
2010-03-28;14.35;8.2;20.5;1.566208333;14.63;0;87.95416667
2010-03-29;12.8;9.6;16;1.5025;16.83;0.4;79.85791667
2010-03-30;12.15;8.4;15.9;3.888541667;13.78;1.6;86.51208333
2010-03-31;12.6;7.3;17.9;1.9635;20.29;7;74.89416667
2010-04-01;10.25;6.1;14.4;2.026333333;20.43;0;82.3775
2010-04-02;9.65;4.9;14.4;3.482291667;21.42;0;82.73333333
2010-04-03;12.7;9.6;15.8;0.875375;5.76;2.8;74.22666667
2010-04-04;12.1;8.7;15.5;2.309666667;15.97;0;84.63541667
2010-04-05;11.65;5;18.3;2.428875;23.59;0.2;78.44625
2010-04-06;10.75;5.1;16.4;2.936166667;20.99;0.2;86.17041667
2010-04-07;12.65;10.3;15;1.497708333;2.93;0.2;75.26958333
2010-04-08;12.2;9.5;14.9;1.805125;5.34;0;84.65416667
2010-04-09;13.45;6.7;20.2;1.913791667;22.95;0;84.12458333
2010-04-10;15;7.2;22.8;1.018916667;22.67;0;73.9375
2010-04-11;16.4;10.4;22.4;1.67;22.81;0;79.50125
2010-04-12;10.95;8.7;13.2;1.2945;10.44;0.8;82.22708333
2010-04-13;9.5;3.6;15.4;1.040708333;24.17;0;69.845
2010-04-14;10.7;4.6;16.8;2.138666667;23.11;0;55.56291667
2010-04-15;11.3;4.7;17.9;1.157333333;23.84;0.2;65.90958333
2010-04-16;12.4;6.7;18.1;0.656583333;21.13;0;73.02166667
2010-04-17;11.7;5.8;17.6;1.429833333;24.35;0.2;63.10916667
2010-04-18;12.45;7.5;17.4;1.995833333;23.47;0;78.8125
2010-04-19;13.45;7.3;19.6;2.86575;23.97;0;78.84875
2010-04-20;18.4;10.5;26.3;2.903958333;22.19;0;67.04916667
2010-04-21;16.05;10.2;21.9;2.039791667;24.38;0;66.86541667
