iso-date;tavg;tmin;tmax;wind;globrad;precip;relhumid;;;;
2011-04-10;10.8;3.3;16.2;2.333333333;22.47;0;44;;;;
2011-04-11;10.8;4.8;15.2;1.388888889;20.29;0;46;;;;
2011-04-12;15.8;6.4;24.2;2.888888889;21.01;1.58;55;;;;
2011-04-13;7.7;7;15.3;2.916666667;7.28;11.07;72;;;;
2011-04-14;6.6;3.4;9.3;2.638888889;8.29;1.56;87;;;;
2011-04-15;7;5.3;9.6;0.972222222;11.85;2.24;91;;;;
2011-04-16;10;5.5;14.1;0.416666667;13.26;0.81;79;;;;
2011-04-17;11.9;3.9;16.6;1.25;17.95;0.01;65;;;;
2011-04-18;12.5;5.4;18.8;0.75;21.31;0;53;;;;
2011-04-19;12.3;5;20;1.388888889;18.61;0;61;;;;
2011-04-20;15.9;7.1;22.3;0.333333333;22.91;0.01;54;;;;
2011-04-21;16;7.1;24.9;0.75;23.6;0;53;;;;
2011-04-22;17.9;9.2;24.6;2;24.18;0;40;;;;
2011-04-23;16;9.8;22.8;2.111111111;24.77;0;42;;;;
2011-04-24;16.1;11.3;21.9;2.083333333;18.96;0.02;44;;;;
2011-04-25;17.3;12.2;22.2;2.916666667;21.86;0;43;;;;
2011-04-26;16.3;13.2;20.6;2.722222222;22.53;0.01;44;;;;
2011-04-27;15;10.8;19.6;3.416666667;16.36;0.51;50;;;;
2011-04-28;12.8;11.6;14.6;1.25;7.36;1.13;75;;;;
2011-04-29;15.8;11.2;20.6;1.25;17.3;0.63;64;;;;
2011-04-30;17.8;9.2;22.9;1.722222222;21.94;0.2;59;;;;
2011-05-01;14.1;12.6;18.3;0.75;9.22;11.01;92;;;;
2011-05-02;13.7;12.5;18.2;0.972222222;11.93;4.36;86;;;;
2011-05-03;14.8;10.2;19.1;1.388888889;14.55;2.71;84;;;;
2011-05-04;8.5;6.6;14.4;2.333333333;9.14;0.85;76;;;;
2011-05-05;10.2;4.9;16;1.833333333;20.29;0.27;55;;;;
2011-05-06;12.1;3.2;17.7;0.416666667;27.6;0;47;;;;
2011-05-07;12.9;4.2;21.7;1.222222222;27.42;0.05;53;;;;
2011-05-08;8.8;8.2;11.8;0.75;8.06;7.1;89;;;;
2011-05-09;14;7.3;18.6;0.972222222;16.49;0.77;65;;;;
2011-05-10;16.5;8.9;23.2;2;25.76;0.33;60;;;;
2011-05-11;17.1;12.1;23.2;1.888888889;23.37;0.88;55;;;;
2011-05-12;17.9;8;24.2;0.75;24.31;0.05;52;;;;
2011-05-13;17.4;9.1;24.6;1.222222222;24.95;0.04;66;;;;
2011-05-14;18.8;10.1;25.2;0.416666667;27.4;0;56;;;;
2011-05-15;18.4;13.1;28.1;2;25.44;1.31;60;;;;
2011-05-16;10.9;10;14.6;2.111111111;5.76;8.21;89;;;;
2011-05-17;12.9;10.2;14.3;0.972222222;7.26;2.06;92;;;;
2011-05-18;17.9;12;23.1;0.333333333;18.03;1.23;77;;;;
2011-05-19;18.7;10.4;25.8;1.388888889;25.9;0.77;66;;;;
2011-05-20;21.2;13;27.7;0.416666667;27.45;0.12;54;;;;
2011-05-21;20.4;13.4;28.5;0.416666667;22.67;0.12;66;;;;
2011-05-22;20.3;14.1;26.4;0.75;24.35;0.98;63;;;;
2011-05-23;18.9;16.1;25.5;0.416666667;18.73;7.78;80;;;;
2011-05-24;21.3;15.1;26.7;0.416666667;23.28;1.54;70;;;;
2011-05-25;19.9;16.2;27.8;0.75;24.13;4.81;74;;;;
2011-05-26;19.9;12.6;25.8;1.25;23.95;0.1;68;;;;
2011-05-27;23.4;16.2;28.2;2.916666667;28.21;0.01;58;;;;
2011-05-28;20;14.9;27.5;0.75;26.58;11.39;69;;;;
2011-05-29;17;14.1;21.7;1.527777778;17.66;2.66;73;;;;
2011-05-30;20.9;12.6;25.7;0.416666667;27.93;0.19;70;;;;
2011-05-31;22.7;16.8;28.7;1.722222222;27.32;0.36;58;;;;
2011-06-01;21.5;15.4;27.6;0.416666667;25.17;0.67;64;;;;
2011-06-02;19.6;15.3;25.9;1.25;22.83;2.97;81;;;;
2011-06-03;21.5;16.8;26.1;0.333333333;19.43;1.72;75;;;;
2011-06-04;23.4;15.2;28.6;1.25;24.6;1.05;62;;;;
2011-06-05;23.7;16;29.7;1.25;24.65;0.66;67;;;;
2011-06-06;25.5;17.8;30.3;2.333333333;24.94;1.44;55;;;;
2011-06-07;25.7;21;30;3.222222222;27.19;0.21;56;;;;
2011-06-08;22.8;17.8;31.6;2;26.22;9.49;66;;;;
2011-06-09;19.9;16.8;26.2;1.25;27.08;9.7;73;;;;
2011-06-10;18.5;15.6;22.1;2.25;13.87;0.32;68;;;;
2011-06-11;17.8;14.2;20.3;0.75;15.54;0.23;74;;;;
2011-06-12;17.7;15.6;22;1.25;10.3;0.31;76;;;;
2011-06-13;20.4;13.5;26.5;1.25;26.8;0.01;62;;;;
2011-06-14;21.4;13.6;27.8;0.75;28.14;0.01;62;;;;
2011-06-15;20.2;14.5;26.8;0.416666667;25.96;0.22;71;;;;
2011-06-16;23.1;15.7;29.7;0.416666667;26.74;0.06;56;;;;
2011-06-17;25.5;17;32.2;0.333333333;26.76;0.01;52;;;;
2011-06-18;27.3;17.5;32.4;0.972222222;28.21;0;51;;;;
2011-06-19;17.5;13.6;26.3;1.833333333;23.68;1.79;72;;;;
2011-06-20;18.9;11.1;24.6;1.25;26.47;0.01;60;;;;
2011-06-21;23.2;11.8;29.8;0.75;29.38;0;42;;;;
2011-06-22;27.1;15.1;34.8;0.972222222;29.18;0;42;;;;
2011-06-23;27.6;19;34.1;0.416666667;28.87;0;50;;;;
2011-06-24;21.6;18.3;28.2;2.333333333;25.87;2.17;69;;;;
2011-06-25;18.3;15.1;23.6;2.722222222;24.59;2.99;54;;;;
2011-06-26;18.4;10;23.6;1.527777778;22.88;0;56;;;;
2011-06-27;20;12;24.4;2.694444444;21.35;0.01;53;;;;
2011-06-28;17.9;14.1;23.7;1.888888889;15.46;0.4;62;;;;
2011-06-29;18.4;15.2;23.1;2;13.55;3.29;86;;;;
2011-06-30;20.1;16.8;26.3;1.833333333;18.15;7.86;82;;;;
2011-07-01;16.7;15.6;21.7;2.944444444;11.17;1.63;72;;;;
2011-07-02;15.4;12.8;19;0.694444444;8.26;0.61;72;;;;
2011-07-03;20.1;11.6;24.7;0.333333333;25.18;0.29;53;;;;
2011-07-04;21.3;14.9;26.8;1.25;24.1;0.07;57;;;;
2011-07-05;20.5;15.1;28;1.222222222;21.02;3.6;72;;;;
2011-07-06;22.2;15.1;27.7;1.888888889;22.88;0.44;66;;;;
2011-07-07;25.9;17;32.2;0.416666667;26.39;0;49;;;;
2011-07-08;29.3;18.3;35.5;0.75;28.55;0;40;;;;
2011-07-09;29.1;20.1;37.5;0.972222222;28.44;0;42;;;;
2011-07-10;30.6;20;37.7;1.388888889;28.62;0;35;;;;
2011-07-11;29.4;21.4;36.7;0.972222222;27.62;3.98;49;;;;
2011-07-12;26.6;19.1;32.2;0.75;28.03;0.43;50;;;;
2011-07-13;28.8;18.9;34.5;1.527777778;28.36;0;36;;;;
2011-07-14;30.4;21.5;36.4;2.916666667;28.06;0;38;;;;
2011-07-15;28.2;25;35.2;0.75;27.46;0.12;53;;;;
2011-07-16;23.7;18.8;28.8;1.388888889;25.06;2.56;49;;;;
2011-07-17;26.2;20.1;32.4;0.416666667;26.24;0.11;53;;;;
2011-07-18;28.6;19.6;35.9;0.972222222;26.84;0;48;;;;
2011-07-19;31.1;21.1;37.2;1.388888889;26.77;0.07;42;;;;
2011-07-20;20.3;18;31.9;1.527777778;9.63;9.62;78;;;;
2011-07-21;19.8;15.8;24.5;2;17.81;0.7;70;;;;
2011-07-22;21.3;15.2;26.5;1.25;15.92;1.03;69;;;;
2011-07-23;21.8;15.3;29.4;0.333333333;18.69;6.76;68;;;;
2011-07-24;20.7;16.7;26.6;0.416666667;22.21;4.59;77;;;;
2011-07-25;16;15.6;19.6;1.388888889;10.77;6.75;93;;;;
2011-07-26;18.4;14.1;22.8;0.333333333;15.82;2.67;67;;;;
2011-07-27;21;14;26.7;0.75;24.48;0.18;66;;;;
2011-07-28;23;16.7;30.8;0.416666667;18.34;2.06;70;;;;
2011-07-29;18.8;17.2;21.2;0.75;8.86;28.51;90;;;;
2011-07-30;19.3;17;25.6;2.25;22.92;5.88;77;;;;
2011-07-31;20;14.5;24.7;0.416666667;22.5;0.34;74;;;;
2011-08-01;20.6;16.2;24.3;1.25;18.79;0.01;70;;;;
2011-08-02;21.2;17.6;25.5;1.25;13.78;0.45;64;;;;
2011-08-03;22.7;15.8;28.7;0.416666667;23.03;0;71;;;;
2011-08-04;22;16.5;28.6;0.416666667;13;1.07;83;;;;
2011-08-05;20.6;18.1;25;0.75;14.96;2.79;88;;;;
2011-08-06;24.2;16.6;29.6;1.138888889;24.88;0.01;66;;;;
2011-08-07;27.7;18.6;34.3;1.388888889;25.15;0;57;;;;
2011-08-08;29.5;20.3;35.9;1.833333333;25.4;0.01;51;;;;
2011-08-09;18.2;16.8;28.6;1.833333333;17.55;1.78;73;;;;
2011-08-10;18;15.6;23.7;2;22.09;0.26;59;;;;
2011-08-11;18.2;10.5;23.7;0.416666667;23.61;0;60;;;;
2011-08-12;21;12.2;26.4;0.416666667;25.31;0;52;;;;
2011-08-13;22.7;14.3;28.8;0.416666667;25.03;0;59;;;;
2011-08-14;23.9;16;30.1;0.416666667;24.13;0;60;;;;
2011-08-15;25.9;16.6;32.4;0.75;24.51;0;53;;;;
2011-08-16;23.7;17;29.5;0.75;23.38;0.01;63;;;;
2011-08-17;23.9;16.5;29.7;0.972222222;24.13;0;61;;;;
2011-08-18;24.6;16.3;31;0.416666667;24.24;0;54;;;;
2011-08-19;26.7;16.2;35;0.416666667;24.55;0;47;;;;
2011-08-20;25.9;18.7;32.3;0.75;23.34;0.01;56;;;;
2011-08-21;24.3;16.2;31;0.416666667;24.59;0;46;;;;
2011-08-22;25.7;14.6;32.2;0.416666667;24.06;0;43;;;;
2011-08-23;27.2;17.2;34.2;0.75;23.6;0;46;;;;
2011-08-24;30.1;19;39;0.416666667;23.33;0;44;;;;
2011-08-25;30.4;19.3;37.3;1.25;22.71;0;46;;;;
2011-08-26;29.1;24.7;36;3.222222222;22.65;0;40;;;;
2011-08-27;27.2;23.8;32.6;3.416666667;22.7;0;38;;;;
2011-08-28;21.9;19;27.1;1.222222222;22.36;0;54;;;;
2011-08-29;23.6;14;31.4;0.416666667;22.79;0;39;;;;
2011-08-30;23.9;15.8;31.6;0.416666667;22;0;39;;;;
2011-08-31;23.9;16.9;29;0.416666667;20.17;0.18;50;;;;
2011-09-01;24.9;15.8;31.6;0.416666667;21.69;0;47;;;;
2011-09-02;23.3;18.2;28.2;0.75;18.71;1.51;62;;;;
2011-09-03;24;17;30.4;0.416666667;20.91;0;54;;;;
2011-09-04;26;16.4;33.9;0.694444444;21.56;0;44;;;;
2011-09-05;25.5;20;34.8;2;19.21;3.41;48;;;;
2011-09-06;20.9;17.7;26.5;1.388888889;10.26;2.66;66;;;;
2011-09-07;20.9;13.3;27.2;0.416666667;20.45;0.03;61;;;;
2011-09-08;20.3;13.5;26.6;0.75;18.76;0;64;;;;
2011-09-09;20.1;15.6;25.8;1.388888889;19.73;0.06;58;;;;
2011-09-10;22.9;14;30.5;0.75;20.23;0;52;;;;
2011-09-11;25.8;17.1;33.9;0.75;19.97;0;47;;;;
2011-09-12;25.3;17.8;34.6;0.75;19.9;0;50;;;;
2011-09-13;24.3;17;31.1;0.416666667;19.8;0;52;;;;
2011-09-14;25.9;17.4;33.6;0.75;19.55;0;48;;;;
2011-09-15;21.5;16.8;27.8;0.944444444;15.78;0.03;62;;;;
2011-09-16;20.6;13.8;28.2;0.416666667;18.94;0;49;;;;
2011-09-17;22.1;13.5;30.9;0.972222222;18.98;0;49;;;;
2011-09-18;26.4;15.8;32.9;2.111111111;15.42;0.02;46;;;;
2011-09-19;26;20.8;31.4;4.138888889;17.59;4.79;41;;;;
2011-09-20;17;16.4;25.8;1.388888889;4.31;20.32;91;;;;
2011-09-21;17;15.1;22.8;0.75;9.56;2.95;88;;;;
2011-09-22;19.1;13.1;25.2;0.75;14.62;0.01;75;;;;
2011-09-23;18.7;13.5;24.8;0.75;16.35;0;68;;;;
2011-09-24;17.4;11.2;24.6;1.25;17.66;0;61;;;;
2011-09-25;18.3;10.8;25;0.75;17.8;0;64;;;;
2011-09-26;19;11.8;26.2;0.972222222;16.51;0;65;;;;
2011-09-27;19.8;13;26.5;1.25;17.26;0;61;;;;
2011-09-28;18.8;12.3;26.2;1.25;17.14;0;61;;;;
2011-09-29;16.4;10;23.8;1.25;16.74;0;55;;;;
2011-09-30;17.3;10.5;25.3;1.25;16.37;0;60;;;;
2011-10-01;19;11.5;26.6;1.25;16.35;0;58;;;;
2011-10-02;17.7;12.3;26.2;1.25;16.24;0;62;;;;
2011-10-03;18.4;10.6;25.7;0.416666667;16.08;0;62;;;;
2011-10-04;19;11;26;0.333333333;15.67;0;56;;;;
2011-10-05;19.4;12.5;26.2;0.416666667;15.18;0;56;;;;
2011-10-06;18.9;11.8;26.8;0.972222222;15.06;0;58;;;;
2011-10-07;16.1;10.8;27.8;2.527777778;15.04;0.68;56;;;;
2011-10-08;9.6;7.4;13.3;1.388888889;6.39;8.17;81;;;;
2011-10-09;8.9;7.6;12;2.333333333;5.36;2.14;79;;;;
2011-10-10;8.6;3.9;14.6;2;11.3;1.81;71;;;;
2011-10-11;10.4;4.1;12.5;0.75;6.19;0.17;87;;;;
2011-10-12;15.3;9.1;22.4;1.25;11.63;0.52;75;;;;
2011-10-13;11;10;15.3;2.333333333;4.36;5.31;89;;;;
2011-10-14;7.8;3.4;13.5;1.25;12.41;0.19;74;;;;
2011-10-15;5.4;-0.2;12.4;1.388888889;14.04;0;70;;;;
2011-10-16;5.7;0.8;11.8;0.416666667;12.71;0.01;57;;;;
2011-10-17;4.6;-2.8;11.2;0.75;13.85;0;63;;;;
2011-10-18;5.6;-1.3;13.3;0.416666667;14.05;0;62;;;;
2011-10-19;11.6;-0.4;21.7;0.416666667;13.32;0;52;;;;
2011-10-20;13.9;10.6;20.3;1.722222222;12.65;0.11;54;;;;
2011-10-21;7.7;7.3;11.8;1.138888889;3.38;8.08;92;;;;
2011-10-22;7;6.6;7.8;0.333333333;2.82;5.9;94;;;;
2011-10-23;8.6;6.8;12.5;0.416666667;4.05;1.63;93;;;;
2011-10-24;10.2;6.6;12.8;2.333333333;4.67;1.1;77;;;;
2011-10-25;11.6;7.8;16.3;3.722222222;10.97;0.05;67;;;;
2011-10-26;12.4;9.3;17;3.722222222;9.5;0;60;;;;
2011-10-27;11.4;10.1;14.8;3.222222222;9.36;0;59;;;;
2011-10-28;9.6;7.4;16.1;1.527777778;11.29;0;61;;;;
2011-10-29;8.7;3.7;15.8;0.75;11.11;0;67;;;;
2011-10-30;7.6;1.2;15.6;0.416666667;11.36;0;70;;;;
2011-10-31;8;3;14.1;0.416666667;10.93;0;79;;;;
2011-11-01;5.1;-0.2;11.8;0.416666667;10.28;0;89;;;;
2011-11-02;5.9;1.6;15.6;0.222222222;10.54;0;83;;;;
2011-11-03;5.6;2;10.9;0.416666667;10.5;0;88;;;;
2011-11-04;8;-2.8;16.9;0.75;9.65;0;70;;;;
2011-11-05;10.5;3.1;20.2;1.833333333;10.48;0;64;;;;
2011-11-06;11.6;7.6;15.3;3.722222222;6.7;0.01;57;;;;
2011-11-07;10.2;9.4;12.8;3.722222222;4.22;1.36;69;;;;
2011-11-08;10.8;8.3;17.4;1.722222222;9.29;0.01;70;;;;
2011-11-09;9.3;5;16.5;0.416666667;9.14;0;74;;;;
2011-11-10;6.1;3.9;10.5;0.416666667;5.87;0.21;98;;;;
2011-11-11;4.8;2.3;9.6;3.111111111;7.44;0.68;63;;;;
2011-11-12;2.3;-0.9;7.5;1.25;8.27;0;66;;;;
2011-11-13;1.7;-2.2;7.7;0.416666667;9.25;0;75;;;;
2011-11-14;1.5;-4.9;7.5;0.333333333;9.33;0;73;;;;
2011-11-15;2.8;-2;8.3;0.333333333;8.46;0;70;;;;
2011-11-16;2.1;-3.8;8;0.694444444;9.06;0;74;;;;
2011-11-17;0.8;-4.7;8;0.416666667;8.48;0;81;;;;
2011-11-18;-2.2;-5.1;2.5;0.416666667;7.1;0;91;;;;
2011-11-19;-1.2;-3.3;-0.2;0.416666667;4.03;0.01;95;;;;
2011-11-20;-0.3;-0.8;0;0.416666667;2.87;0.03;97;;;;
2011-11-21;-0.4;-0.9;0.9;0.333333333;3.09;0.01;91;;;;
2011-11-22;-1.4;-2.6;1.2;0.416666667;5.79;0;88;;;;
2011-11-23;-0.4;-2;0.6;0.416666667;3.03;1.08;88;;;;
2011-11-24;1.9;-0.7;4.1;0.416666667;3.27;0.29;86;;;;
2011-11-25;-1.8;-2.5;2.2;0.416666667;3.29;0.01;93;;;;
2011-11-26;-0.3;-3.3;1;0.75;2.87;0.11;93;;;;
2011-11-27;3.8;1;8.8;0.416666667;7.27;0.04;82;;;;
2011-11-28;3.1;-3.6;11;1.388888889;7.62;0;79;;;;
2011-11-29;-0.2;-4.3;7.8;1.25;7.46;0;90;;;;
2011-11-30;-1.3;-3.3;0.4;0.416666667;4.22;0.03;97;;;;
2011-12-01;-0.1;-0.8;0.6;0.416666667;4.25;0.15;97;;;;
2011-12-02;2.7;-0.7;5.8;1.25;6.93;0.01;92;;;;
2011-12-03;10.9;0.6;17.5;0.75;5.41;0;66;;;;
2011-12-04;14.1;8.5;18.5;1.388888889;5.69;0.07;55;;;;
2011-12-05;10.8;6.8;16.8;1.527777778;2.74;12.74;68;;;;
2011-12-06;3.5;1.6;7.8;0.75;6.19;0.97;81;;;;
2011-12-07;3.5;-2.7;8;1.25;7.21;0.1;78;;;;
2011-12-08;5.6;3.7;9.3;1.388888889;5.55;8.4;73;;;;
2011-12-09;6.1;0.4;10.5;0.75;7.12;0.04;58;;;;
2011-12-10;11.9;4.5;14.4;1.527777778;3.25;0.02;59;;;;
2011-12-11;6.4;4.8;12.7;0.75;5.17;0.48;89;;;;
2011-12-12;10.5;3.7;14.1;1.722222222;4.25;0.19;78;;;;
2011-12-13;7.6;7.1;12.8;1.25;5.16;0.07;92;;;;
2011-12-14;9.3;6;11.3;0.75;6.73;0.03;81;;;;
2011-12-15;10.8;7.2;14.8;1.527777778;2.39;6.67;74;;;;
2011-12-16;10.3;5.2;12.9;1.833333333;6.86;4.4;64;;;;
2011-12-17;6.2;3.3;13.8;2.916666667;4.29;5.38;81;;;;
2011-12-18;3.8;0.6;8.6;1.25;6.99;0.02;73;;;;
2011-12-19;4.6;1.5;6.3;2.083333333;2.42;2.48;69;;;;
2011-12-20;-0.3;-1.3;4.4;2;2.19;3.6;92;;;;
2011-12-21;0.2;-3.8;3.3;0.416666667;7.04;0.03;77;;;;
2011-12-22;0.5;0.1;1.8;1.25;3.43;0.15;91;;;;
2011-12-23;-0.9;-2.2;1.2;0.75;3.01;0.03;85;;;;
2011-12-24;0.4;-5.5;5;0.694444444;6.66;0.25;81;;;;
2011-12-25;2;-0.7;4;1.722222222;2.16;1.18;86;;;;
2011-12-26;-0.5;-3.6;5.8;0.416666667;5.77;0.03;83;;;;
2011-12-27;0.6;-4.4;2.4;0.75;4.78;0.03;93;;;;
2011-12-28;1.7;0.2;2.5;0.75;3.27;0.15;90;;;;
2011-12-29;-0.9;-4.1;2.3;0.416666667;4.29;0.32;97;;;;
2011-12-30;2;-0.3;4.9;0.333333333;4.86;1.03;93;;;;
2011-12-31;1.5;-0.1;5.6;1.388888889;4.43;0.89;88;;;;
2012-01-01;3.3;-1.8;7.6;0.972222222;7.02;0;67;;;;
2012-01-02;6.5;-1.3;13.8;0.416666667;6.84;0;70;;;;
2012-01-03;5.2;0.2;10.6;0.75;5.18;0.02;84;;;;
2012-01-04;6.8;-3;14.6;1.25;7.02;0.49;75;;;;
2012-01-05;7;3.1;8.8;1.25;2.49;3.05;74;;;;
2012-01-06;4.2;2;8.6;3.222222222;3.62;4.96;82;;;;
2012-01-07;1.4;-0.1;5.7;2.25;5.62;0.07;72;;;;
2012-01-08;2.3;-0.8;4.4;0.75;2.26;8.27;94;;;;
2012-01-09;3.5;2;5.5;1.388888889;2.83;1.35;91;;;;
2012-01-10;1.7;-0.3;3.8;0.75;3.23;2.26;96;;;;
2012-01-11;2.6;1.7;4.6;0.416666667;2.74;0.42;91;;;;
2012-01-12;4.6;2;7.6;1.527777778;3.77;0.06;82;;;;
2012-01-13;1.4;-2.5;4.1;1.388888889;2.45;0.71;85;;;;
2012-01-14;1.1;-0.3;5.2;2.527777778;4.29;0.81;80;;;;
2012-01-15;-0.4;-1.4;2.9;2.916666667;5.41;0.62;75;;;;
2012-01-16;-1.4;-3.5;1.4;1.722222222;5.03;0.32;77;;;;
2012-01-17;-0.5;-4.4;3.1;2.722222222;5.87;2.11;83;;;;
2012-01-18;0.9;-0.5;2.6;0.416666667;3.79;0.45;93;;;;
2012-01-19;5.8;-0.3;10.1;1.527777778;6.85;1.39;74;;;;
2012-01-20;5.2;3.4;8.1;2.25;2.31;13.69;87;;;;
2012-01-21;1.8;0.2;5.6;1.833333333;7.87;0.1;82;;;;
2012-01-22;6.2;0.4;9.6;2.083333333;6.57;1.35;66;;;;
2012-01-23;6.5;4;12.5;0.75;6.94;0.39;68;;;;
2012-01-24;2.9;1.7;6.1;1.388888889;1.91;19.47;94;;;;
2012-01-25;0.1;-0.4;3.5;3.222222222;1.96;13.95;95;;;;
2012-01-26;-1.2;-1.5;-0.1;2.333333333;2.74;4.06;93;;;;
2012-01-27;-1;-2.8;1.4;0.75;5.3;0.16;85;;;;
2012-01-28;-4.1;-6.4;-0.6;2.527777778;4.87;0;81;;;;
2012-01-29;-6.1;-6.9;-3.6;2.527777778;5.26;0.03;64;;;;
2012-01-30;-9.1;-12.8;-4.1;2.527777778;8.2;0;62;;;;
2012-01-31;-7.2;-12.9;-3.1;1.527777778;9.01;0;65;;;;
2012-02-01;-8.5;-9.8;-4.8;2.527777778;7.69;0.01;61;;;;
2012-02-02;-8.8;-11.2;-6.9;2.25;7.78;0.63;67;;;;
2012-02-03;-10.3;-10.9;-7.6;2.111111111;2.29;12.71;81;;;;
2012-02-04;-10.7;-11;-9.7;0.75;2.08;9.04;87;;;;
2012-02-05;-10.1;-11.2;-9;0.972222222;3.74;0.62;87;;;;
2012-02-06;-11.3;-11.8;-9.7;0.416666667;2.86;7.63;89;;;;
2012-02-07;-8.2;-11.5;-7.2;0.972222222;2.41;2.9;82;;;;
2012-02-08;-11.8;-14;-7.2;2.638888889;7.37;0.05;71;;;;
2012-02-09;-16.9;-24;-12.1;0.416666667;5.04;0.01;82;;;;
2012-02-10;-14.1;-20.8;-6.8;1.722222222;7.24;0.44;74;;;;
2012-02-11;-9.1;-14.4;-8;2.916666667;3.11;4.54;87;;;;
2012-02-12;-8.5;-9.2;-7.3;0.75;2.64;10.36;85;;;;
2012-02-13;-8.6;-9.8;-6;0.75;4.82;3.91;89;;;;
2012-02-14;-6.4;-10.3;-3.3;0.75;6.3;0.15;81;;;;
2012-02-15;-1.8;-9.2;3.7;2.333333333;5.5;0.47;79;;;;
2012-02-16;-0.7;-1.3;1.1;3.722222222;3.71;2;85;;;;
2012-02-17;-1.4;-7.5;0.8;1.25;6.41;2.21;88;;;;
2012-02-18;2.6;0.4;4;2.25;5.38;0.88;81;;;;
2012-02-19;4.3;-4.3;8.4;0.75;7.87;0.27;69;;;;
2012-02-20;1.1;0.2;5.7;0.75;6.21;3.02;91;;;;
2012-02-21;1.4;0;2.6;0.416666667;6.47;0.78;94;;;;
2012-02-22;0.4;-0.4;2.8;0.416666667;5.3;0.03;96;;;;
2012-02-23;-1.3;-2.2;1;0.75;8.26;0.07;94;;;;
2012-02-24;5.1;-2.2;7.8;1.388888889;5.71;0.23;85;;;;
2012-02-25;7.1;3.9;11;2.25;10.06;0.06;74;;;;
2012-02-26;3.2;1.3;7.8;1.527777778;7.35;0.19;85;;;;
2012-02-27;0.3;-1.2;3.5;2.722222222;10.09;0.07;71;;;;
2012-02-28;-0.8;-5.6;2.9;1.388888889;12.54;1.34;78;;;;
2012-02-29;6.9;-0.2;10.8;3.75;11.8;3.81;70;;;;
2012-03-01;6;0.2;11.2;1.25;15.72;0.01;68;;;;
2012-03-02;9.1;3.3;16;2;10.18;0.28;76;;;;
2012-03-03;5.4;2.2;10.3;0.75;14.64;0.03;76;;;;
2012-03-04;4.4;-1.5;11;0.75;15.63;0;70;;;;
2012-03-05;2.6;-1.3;9.2;1.25;15.87;0;65;;;;
2012-03-06;1.2;-4.6;8.6;0.75;16.15;0;59;;;;
2012-03-07;-1.8;-7.6;4.1;0.75;16.59;0.01;51;;;;
2012-03-08;2.9;-5.8;10.1;0.416666667;15.88;0;56;;;;
2012-03-09;4.2;-4.5;8.4;0.75;10.58;0;62;;;;
2012-03-10;4;-2.1;9.8;0.416666667;12.06;0;66;;;;
2012-03-11;2.7;-4.8;9.5;3.222222222;11.96;1.67;75;;;;
2012-03-12;4.3;-0.9;10.7;2;15.42;0.05;56;;;;
2012-03-13;6.1;-2.5;10.7;2;12.73;0;67;;;;
2012-03-14;8.1;2.4;9.8;2.333333333;5.94;0.04;67;;;;
2012-03-15;6.9;5;12.6;2.25;10.16;0.02;50;;;;
2012-03-16;9.2;0.8;17.5;0.75;18.04;0;55;;;;
2012-03-17;14;0.1;23.2;1.388888889;18.24;0;40;;;;
2012-03-18;17.8;4.4;24.7;0.694444444;18.28;0;30;;;;
2012-03-19;15.8;9.3;21.9;1.388888889;16.49;0.01;41;;;;
2012-03-20;12.3;5.3;20;0.75;16.98;0.01;57;;;;
2012-03-21;12;4.3;19.5;0.75;18.71;0;49;;;;
2012-03-22;14.1;5;21.4;0.75;19.33;0;43;;;;
2012-03-23;14.4;5.5;23.1;0.416666667;19.05;0;43;;;;
2012-03-24;15;6;22.7;0.416666667;18.67;0.02;46;;;;
2012-03-25;13;4.2;22.2;1.388888889;19.01;0;45;;;;
2012-03-26;10.2;6.4;15.8;2.777777778;19.98;0;35;;;;
2012-03-27;9.1;0.6;16.7;1.388888889;20.26;0;42;;;;
2012-03-28;11.7;3.7;18;1.25;19.88;0;49;;;;
2012-03-29;15.4;6.6;22.6;3.111111111;16.28;3.17;43;;;;
2012-03-30;9;6.9;15.4;2.888888889;11.72;2.46;74;;;;
2012-03-31;14.7;6.7;21.2;2.25;19.33;1.64;57;;;;
2012-04-01;4.9;2.6;14.8;2.722222222;12.32;4.36;68;;;;
2012-04-02;8.3;0.9;15.6;1.138888889;21.88;0;42;;;;
2012-04-03;15.8;4;22;2;13.9;0.01;45;;;;
2012-04-04;17.1;10.8;25;1.388888889;19.49;0.38;65;;;;
2012-04-05;18.3;9.6;25.5;1.388888889;20.06;0.51;55;;;;
2012-04-06;13.9;12.4;19;0.75;9.04;3.63;84;;;;
2012-04-07;14.4;9.8;21.3;0.416666667;16.37;7.54;78;;;;
2012-04-08;6.3;5;13.1;3.222222222;17.33;9.27;59;;;;
2012-04-09;4.2;2.5;7.3;1.722222222;13.01;0.04;53;;;;
2012-04-10;7.8;-2.4;14.3;0.75;23.2;0;54;;;;
2012-04-11;13.7;3.5;20.7;1.833333333;20.61;0.05;49;;;;
2012-04-12;14;10;20.2;1.388888889;16.88;0.57;55;;;;
2012-04-13;13.5;5.8;20;1.25;15.4;3.29;69;;;;
2012-04-14;11.9;10.3;15;0.75;8.73;5.82;88;;;;
2012-04-15;12.2;9;16.7;0.75;9.04;3.65;92;;;;
2012-04-16;13.7;9.1;18.1;1.388888889;14.35;3.59;71;;;;
2012-04-17;7;6.3;13;2.916666667;9.34;6.45;93;;;;
