iso-date;tavg;tmin;tmax;wind;globrad;precip;relhumid
;C_deg;C_deg;C_deg;m/s;MJ m-2 d-1;mm;%
2004-01-01;3.6;2;5.2;0;2.21156027;0;93
2004-01-02;2.9;2.2;3.6;0.666666667;2.223607646;3.1;97
2004-01-03;-1.7;-2.5;2.8;1.527777778;2.236578789;2.1;93
2004-01-04;-3.4;-3.6;-2.2;0.972222222;2.25047264;3.5;86
2004-01-05;-3.5;-5.4;1.3;0;4.304929726;2.3;80
2004-01-06;-5.7;-6.6;-3.9;2.333333333;2.281023467;0.4;76
2004-01-07;-4.9;-7.6;-0.4;0.222222222;4.689077966;0;71
2004-01-08;-5;-6.6;-1.6;0;2.315248423;0.6;87
2004-01-09;-2.8;-11;1.6;0.666666667;5.958645798;0.5;82
2004-01-10;-0.2;-2.4;2.4;0;2.353132822;0;88
2004-01-11;0.1;-0.8;0.4;0;2.373441815;4.4;96
2004-01-12;-0.2;-6.9;5.3;0;2.394658613;0.2;85
2004-01-13;3.5;-0.8;8.8;0.222222222;5.578094557;2.9;88
2004-01-14;5.6;2.1;8.4;1.861111111;2.439803979;0.2;90
2004-01-15;3.4;1.7;6.8;1.722222222;2.463726056;5.7;91
2004-01-16;2.9;0.8;8;1.388888889;5.221895144;10.4;76
2004-01-17;7.9;-1.7;13.3;1.972222222;6.607307331;0;63
2004-01-18;5.7;5.2;9.7;0;2.540844955;1.4;95
2004-01-19;3.1;1.7;5.6;1.388888889;2.568321227;5.6;96
2004-01-20;6.3;1.7;16.3;1.388888889;4.976254663;13.8;79
2004-01-21;-0.2;-1;3.4;2.527777778;2.625899673;5.4;76
2004-01-22;-3.7;-5;-0.9;4.861111111;5.803743301;0;69
2004-01-23;-6.2;-7.6;-5;4.138888889;2.686942448;0.1;71
2004-01-24;-5.3;-5.7;-4.8;1.833333333;2.718747774;0.1;76
2004-01-25;-4;-6.2;-1.4;0;3.051177127;1;85
2004-01-26;-4.5;-8.2;1.1;0.666666667;7.544502749;0.1;79
2004-01-27;-2.8;-7.5;1;1.222222222;2.819217539;0;89
2004-01-28;0.6;-2.5;5.2;0.666666667;3.08475213;2.7;93
2004-01-29;-4.1;-6.8;0.4;0;2.890332693;9.9;93
2004-01-30;-4.2;-10.1;-1.1;0.222222222;2.927105878;0.8;92
2004-01-31;-5.7;-12;1.8;0;5.642073347;0;85
2004-02-01;-2.7;-12.2;7.8;0;5.544426444;0;82
2004-02-02;2;-6.2;10.6;0;5.845665122;0;79
2004-02-03;3.8;0.7;5.2;0.222222222;3.082084032;0.9;96
2004-02-04;3.2;0.8;4.2;0;3.122748825;0.6;98
2004-02-05;7.2;0.8;18.6;0;7.6850842;1.6;87
2004-02-06;6.8;-0.4;17.6;0.666666667;8.678721393;0;79
2004-02-07;6.4;-1.4;17.3;0;9.940379774;0;70
